population	height_band_8	slope_band_0_10_25_40_55_90	state	count
actual	1	3	minecraft:acacia_wood{axis=y}	1202
actual	1	3	minecraft:andesite	125
actual	1	3	minecraft:basalt{axis=y}	140
actual	1	3	minecraft:black_wool	12
actual	1	3	minecraft:blackstone	81
actual	1	3	minecraft:cobblestone	552
actual	1	3	minecraft:cyan_terracotta	749
actual	1	3	minecraft:diamond_block	13
actual	1	3	minecraft:dirt	1
actual	1	3	minecraft:grass_block{snowy=false}	310
actual	1	3	minecraft:light_gray_wool	88
actual	1	3	minecraft:moss_block	154
actual	1	3	minecraft:mud	675
actual	1	3	minecraft:pale_moss_block	1157
actual	1	3	minecraft:pale_oak_wood{axis=y}	252
actual	1	3	minecraft:smooth_basalt	216
actual	1	3	minecraft:stone	1768
actual	1	3	minecraft:tuff	8
actual	1	4	minecraft:acacia_wood{axis=y}	441
actual	1	4	minecraft:andesite	32
actual	1	4	minecraft:basalt{axis=y}	61
actual	1	4	minecraft:black_wool	16
actual	1	4	minecraft:blackstone	53
actual	1	4	minecraft:cobblestone	148
actual	1	4	minecraft:cyan_terracotta	318
actual	1	4	minecraft:dirt	1
actual	1	4	minecraft:grass_block{snowy=false}	22
actual	1	4	minecraft:light_gray_wool	35
actual	1	4	minecraft:moss_block	10
actual	1	4	minecraft:mud	204
actual	1	4	minecraft:pale_moss_block	256
actual	1	4	minecraft:pale_oak_wood{axis=y}	107
actual	1	4	minecraft:smooth_basalt	97
actual	1	4	minecraft:stone	609
actual	2	0	minecraft:acacia_wood{axis=y}	31
actual	2	0	minecraft:basalt{axis=y}	1
actual	2	0	minecraft:blackstone	3
actual	2	0	minecraft:cyan_terracotta	7
actual	2	0	minecraft:dirt	7
actual	2	0	minecraft:grass_block{snowy=false}	19
actual	2	0	minecraft:gray_wool	12
actual	2	0	minecraft:moss_block	42
actual	2	0	minecraft:mud	9
actual	2	0	minecraft:pale_moss_block	28
actual	2	0	minecraft:pale_oak_wood{axis=y}	1
actual	2	0	minecraft:smooth_basalt	3
actual	2	0	minecraft:stone	30
actual	2	1	minecraft:acacia_wood{axis=y}	221
actual	2	1	minecraft:andesite	1
actual	2	1	minecraft:basalt{axis=y}	33
actual	2	1	minecraft:black_wool	2
actual	2	1	minecraft:blackstone	11
actual	2	1	minecraft:cobblestone	60
actual	2	1	minecraft:cyan_terracotta	78
actual	2	1	minecraft:dirt	63
actual	2	1	minecraft:dripstone_block	2
actual	2	1	minecraft:grass_block{snowy=false}	251
actual	2	1	minecraft:gray_wool	56
actual	2	1	minecraft:light_gray_wool	2
actual	2	1	minecraft:moss_block	427
actual	2	1	minecraft:mud	71
actual	2	1	minecraft:pale_moss_block	205
actual	2	1	minecraft:pale_oak_wood{axis=y}	27
actual	2	1	minecraft:smooth_basalt	21
actual	2	1	minecraft:stone	390
actual	2	2	minecraft:acacia_wood{axis=y}	998
actual	2	2	minecraft:andesite	92
actual	2	2	minecraft:basalt{axis=y}	118
actual	2	2	minecraft:black_wool	2
actual	2	2	minecraft:blackstone	24
actual	2	2	minecraft:cobblestone	370
actual	2	2	minecraft:cyan_terracotta	424
actual	2	2	minecraft:dirt	33
actual	2	2	minecraft:grass_block{snowy=false}	449
actual	2	2	minecraft:grass_block{snowy=true}	3
actual	2	2	minecraft:gray_wool	32
actual	2	2	minecraft:light_gray_wool	77
actual	2	2	minecraft:moss_block	362
actual	2	2	minecraft:mud	259
actual	2	2	minecraft:pale_moss_block	1700
actual	2	2	minecraft:pale_oak_wood{axis=y}	138
actual	2	2	minecraft:smooth_basalt	58
actual	2	2	minecraft:stone	2065
actual	2	2	minecraft:tuff	24
actual	2	3	minecraft:acacia_wood{axis=y}	1172
actual	2	3	minecraft:andesite	101
actual	2	3	minecraft:basalt{axis=y}	247
actual	2	3	minecraft:black_wool	8
actual	2	3	minecraft:blackstone	76
actual	2	3	minecraft:cobblestone	460
actual	2	3	minecraft:cyan_terracotta	774
actual	2	3	minecraft:dirt	9
actual	2	3	minecraft:dripstone_block	7
actual	2	3	minecraft:grass_block{snowy=false}	206
actual	2	3	minecraft:grass_block{snowy=true}	1
actual	2	3	minecraft:gray_wool	76
actual	2	3	minecraft:light_gray_wool	99
actual	2	3	minecraft:moss_block	21
actual	2	3	minecraft:mud	455
actual	2	3	minecraft:pale_moss_block	1645
actual	2	3	minecraft:pale_oak_wood{axis=y}	178
actual	2	3	minecraft:smooth_basalt	105
actual	2	3	minecraft:stone	2112
actual	2	3	minecraft:tuff	58
actual	2	4	minecraft:acacia_wood{axis=y}	427
actual	2	4	minecraft:andesite	13
actual	2	4	minecraft:basalt{axis=y}	111
actual	2	4	minecraft:blackstone	21
actual	2	4	minecraft:coal_ore	1
actual	2	4	minecraft:cobblestone	78
actual	2	4	minecraft:cyan_terracotta	393
actual	2	4	minecraft:dirt	4
actual	2	4	minecraft:dripstone_block	29
actual	2	4	minecraft:grass_block{snowy=false}	13
actual	2	4	minecraft:gravel	5
actual	2	4	minecraft:gray_wool	58
actual	2	4	minecraft:light_gray_wool	18
actual	2	4	minecraft:mud	189
actual	2	4	minecraft:pale_moss_block	319
actual	2	4	minecraft:pale_oak_wood{axis=y}	80
actual	2	4	minecraft:smooth_basalt	106
actual	2	4	minecraft:stone	389
actual	2	4	minecraft:tuff	19
actual	3	0	minecraft:acacia_wood{axis=y}	1
actual	3	0	minecraft:basalt{axis=y}	1
actual	3	0	minecraft:blackstone	1
actual	3	0	minecraft:cobblestone	1
actual	3	0	minecraft:moss_block	6
actual	3	0	minecraft:mud	1
actual	3	0	minecraft:pale_moss_block	4
actual	3	0	minecraft:stone	13
actual	3	1	minecraft:acacia_wood{axis=y}	117
actual	3	1	minecraft:andesite	45
actual	3	1	minecraft:basalt{axis=y}	13
actual	3	1	minecraft:cobblestone	51
actual	3	1	minecraft:cyan_terracotta	32
actual	3	1	minecraft:dirt	1
actual	3	1	minecraft:light_gray_wool	9
actual	3	1	minecraft:moss_block	220
actual	3	1	minecraft:mud	31
actual	3	1	minecraft:pale_moss_block	103
actual	3	1	minecraft:pale_oak_wood{axis=y}	11
actual	3	1	minecraft:smooth_basalt	1
actual	3	1	minecraft:stone	431
actual	3	2	minecraft:acacia_wood{axis=y}	661
actual	3	2	minecraft:andesite	136
actual	3	2	minecraft:basalt{axis=y}	47
actual	3	2	minecraft:blackstone	2
actual	3	2	minecraft:cobblestone	710
actual	3	2	minecraft:cyan_terracotta	269
actual	3	2	minecraft:dirt	24
actual	3	2	minecraft:dripstone_block	2
actual	3	2	minecraft:gray_wool	14
actual	3	2	minecraft:iron_ore	2
actual	3	2	minecraft:light_gray_wool	54
actual	3	2	minecraft:moss_block	297
actual	3	2	minecraft:mud	242
actual	3	2	minecraft:pale_moss_block	1299
actual	3	2	minecraft:pale_oak_wood{axis=y}	81
actual	3	2	minecraft:smooth_basalt	41
actual	3	2	minecraft:stone	2120
actual	3	3	minecraft:acacia_wood{axis=y}	1130
actual	3	3	minecraft:acacia_wood{axis=z}	1
actual	3	3	minecraft:andesite	149
actual	3	3	minecraft:basalt{axis=y}	212
actual	3	3	minecraft:black_wool	5
actual	3	3	minecraft:blackstone	42
actual	3	3	minecraft:coal_ore	2
actual	3	3	minecraft:cobblestone	610
actual	3	3	minecraft:cyan_terracotta	681
actual	3	3	minecraft:dirt	36
actual	3	3	minecraft:grass_block{snowy=false}	2
actual	3	3	minecraft:grass_block{snowy=true}	1
actual	3	3	minecraft:iron_ore	4
actual	3	3	minecraft:light_gray_terracotta	2
actual	3	3	minecraft:light_gray_wool	108
actual	3	3	minecraft:moss_block	5
actual	3	3	minecraft:mud	398
actual	3	3	minecraft:pale_moss_block	1412
actual	3	3	minecraft:pale_oak_wood{axis=y}	308
actual	3	3	minecraft:smooth_basalt	89
actual	3	3	minecraft:stone	2444
actual	3	3	minecraft:tuff	37
actual	3	4	minecraft:acacia_wood{axis=y}	461
actual	3	4	minecraft:andesite	3
actual	3	4	minecraft:basalt{axis=y}	103
actual	3	4	minecraft:black_wool	1
actual	3	4	minecraft:blackstone	31
actual	3	4	minecraft:coal_ore	8
actual	3	4	minecraft:cobblestone	72
actual	3	4	minecraft:cyan_terracotta	443
actual	3	4	minecraft:dirt	16
actual	3	4	minecraft:dripstone_block	5
actual	3	4	minecraft:grass_block{snowy=true}	1
actual	3	4	minecraft:gravel	7
actual	3	4	minecraft:iron_ore	7
actual	3	4	minecraft:light_gray_wool	37
actual	3	4	minecraft:moss_block	2
actual	3	4	minecraft:mud	234
actual	3	4	minecraft:pale_moss_block	343
actual	3	4	minecraft:pale_oak_wood{axis=y}	124
actual	3	4	minecraft:smooth_basalt	33
actual	3	4	minecraft:stone	912
actual	3	4	minecraft:tuff	8
actual	4	0	minecraft:andesite	1
actual	4	0	minecraft:cobblestone	1
actual	4	0	minecraft:pale_moss_block	13
actual	4	0	minecraft:stone	144
actual	4	1	minecraft:acacia_wood{axis=y}	59
actual	4	1	minecraft:andesite	22
actual	4	1	minecraft:basalt{axis=y}	14
actual	4	1	minecraft:cobblestone	196
actual	4	1	minecraft:cyan_terracotta	30
actual	4	1	minecraft:light_gray_wool	1
actual	4	1	minecraft:moss_block	2
actual	4	1	minecraft:mud	10
actual	4	1	minecraft:pale_moss_block	244
actual	4	1	minecraft:pale_oak_wood{axis=y}	14
actual	4	1	minecraft:snow[layers=1]	1
actual	4	1	minecraft:stone	572
actual	4	2	minecraft:acacia_wood{axis=y}	270
actual	4	2	minecraft:andesite	142
actual	4	2	minecraft:basalt{axis=y}	44
actual	4	2	minecraft:black_wool	1
actual	4	2	minecraft:coal_ore	1
actual	4	2	minecraft:coarse_dirt	3
actual	4	2	minecraft:cobblestone	1493
actual	4	2	minecraft:cyan_terracotta	67
actual	4	2	minecraft:dirt	2
actual	4	2	minecraft:dripstone_block	4
actual	4	2	minecraft:gravel	1
actual	4	2	minecraft:iron_ore	3
actual	4	2	minecraft:light_gray_terracotta	2
actual	4	2	minecraft:light_gray_wool	53
actual	4	2	minecraft:moss_block	3
actual	4	2	minecraft:mud	212
actual	4	2	minecraft:packed_mud	10
actual	4	2	minecraft:pale_moss_block	906
actual	4	2	minecraft:pale_oak_wood{axis=y}	33
actual	4	2	minecraft:smooth_basalt	4
actual	4	2	minecraft:snow[layers=1]	37
actual	4	2	minecraft:snow[layers=2]	2
actual	4	2	minecraft:stone	1578
actual	4	3	minecraft:acacia_wood{axis=y}	819
actual	4	3	minecraft:andesite	136
actual	4	3	minecraft:basalt{axis=y}	80
actual	4	3	minecraft:blackstone	5
actual	4	3	minecraft:coal_ore	3
actual	4	3	minecraft:coarse_dirt	11
actual	4	3	minecraft:cobblestone	1097
actual	4	3	minecraft:cyan_terracotta	484
actual	4	3	minecraft:dripstone_block	19
actual	4	3	minecraft:granite	1
actual	4	3	minecraft:gravel	1
actual	4	3	minecraft:iron_ore	3
actual	4	3	minecraft:light_gray_terracotta	9
actual	4	3	minecraft:light_gray_wool	74
actual	4	3	minecraft:mud	196
actual	4	3	minecraft:packed_mud	13
actual	4	3	minecraft:pale_moss_block	1110
actual	4	3	minecraft:pale_oak_wood{axis=y}	164
actual	4	3	minecraft:smooth_basalt	11
actual	4	3	minecraft:snow[layers=1]	27
actual	4	3	minecraft:snow[layers=2]	1
actual	4	3	minecraft:stone	1596
actual	4	4	minecraft:acacia_wood{axis=y}	463
actual	4	4	minecraft:andesite	47
actual	4	4	minecraft:basalt{axis=y}	47
actual	4	4	minecraft:black_wool	1
actual	4	4	minecraft:blackstone	20
actual	4	4	minecraft:coal_ore	3
actual	4	4	minecraft:cobblestone	118
actual	4	4	minecraft:cyan_terracotta	306
actual	4	4	minecraft:dirt	1
actual	4	4	minecraft:gravel	3
actual	4	4	minecraft:iron_ore	2
actual	4	4	minecraft:light_gray_wool	25
actual	4	4	minecraft:mud	176
actual	4	4	minecraft:pale_moss_block	165
actual	4	4	minecraft:pale_oak_wood{axis=y}	143
actual	4	4	minecraft:smooth_basalt	44
actual	4	4	minecraft:snow[layers=1]	1
actual	4	4	minecraft:stone	596
actual	5	0	minecraft:coal_ore	4
actual	5	0	minecraft:cobblestone	21
actual	5	0	minecraft:dirt	3
actual	5	0	minecraft:stone	6
actual	5	1	minecraft:acacia_wood{axis=y}	4
actual	5	1	minecraft:cobblestone	557
actual	5	1	minecraft:dirt	17
actual	5	1	minecraft:pale_moss_block	10
actual	5	1	minecraft:smooth_basalt	1
actual	5	1	minecraft:snow[layers=1]	9
actual	5	1	minecraft:snow[layers=2]	35
actual	5	1	minecraft:snow[layers=3]	33
actual	5	1	minecraft:snow[layers=4]	37
actual	5	1	minecraft:snow[layers=5]	14
actual	5	1	minecraft:stone	30
actual	5	2	minecraft:acacia_wood{axis=y}	62
actual	5	2	minecraft:andesite	13
actual	5	2	minecraft:basalt{axis=y}	7
actual	5	2	minecraft:coal_ore	2
actual	5	2	minecraft:coarse_dirt	1
actual	5	2	minecraft:cobblestone	1987
actual	5	2	minecraft:cyan_terracotta	26
actual	5	2	minecraft:dirt	24
actual	5	2	minecraft:granite	5
actual	5	2	minecraft:light_gray_terracotta	3
actual	5	2	minecraft:light_gray_wool	1
actual	5	2	minecraft:mud	5
actual	5	2	minecraft:pale_moss_block	108
actual	5	2	minecraft:pale_oak_wood{axis=y}	4
actual	5	2	minecraft:smooth_basalt	1
actual	5	2	minecraft:snow[layers=1]	82
actual	5	2	minecraft:snow[layers=2]	186
actual	5	2	minecraft:snow[layers=3]	196
actual	5	2	minecraft:snow[layers=4]	174
actual	5	2	minecraft:snow[layers=5]	64
actual	5	2	minecraft:stone	209
actual	5	3	minecraft:acacia_wood{axis=y}	507
actual	5	3	minecraft:acacia_wood{axis=z}	2
actual	5	3	minecraft:andesite	57
actual	5	3	minecraft:basalt{axis=y}	123
actual	5	3	minecraft:black_wool	3
actual	5	3	minecraft:blackstone	3
actual	5	3	minecraft:coarse_dirt	3
actual	5	3	minecraft:cobblestone	1139
actual	5	3	minecraft:cyan_terracotta	442
actual	5	3	minecraft:dirt	11
actual	5	3	minecraft:granite	6
actual	5	3	minecraft:gravel	1
actual	5	3	minecraft:gray_wool	1
actual	5	3	minecraft:light_gray_terracotta	3
actual	5	3	minecraft:light_gray_wool	26
actual	5	3	minecraft:mud	107
actual	5	3	minecraft:pale_moss_block	884
actual	5	3	minecraft:pale_oak_wood{axis=x}	3
actual	5	3	minecraft:pale_oak_wood{axis=y}	94
actual	5	3	minecraft:pale_oak_wood{axis=z}	10
actual	5	3	minecraft:smooth_basalt	29
actual	5	3	minecraft:snow[layers=1]	50
actual	5	3	minecraft:snow[layers=2]	72
actual	5	3	minecraft:snow[layers=3]	69
actual	5	3	minecraft:snow[layers=4]	25
actual	5	3	minecraft:snow[layers=5]	12
actual	5	3	minecraft:stone	929
actual	5	3	minecraft:tuff	2
actual	5	4	minecraft:acacia_wood{axis=y}	252
actual	5	4	minecraft:andesite	25
actual	5	4	minecraft:basalt{axis=y}	86
actual	5	4	minecraft:blackstone	2
actual	5	4	minecraft:cobblestone	57
actual	5	4	minecraft:cyan_terracotta	278
actual	5	4	minecraft:dirt	1
actual	5	4	minecraft:light_gray_wool	2
actual	5	4	minecraft:mud	73
actual	5	4	minecraft:pale_moss_block	167
actual	5	4	minecraft:pale_oak_wood{axis=y}	36
actual	5	4	minecraft:smooth_basalt	15
actual	5	4	minecraft:snow[layers=1]	1
actual	5	4	minecraft:snow[layers=3]	3
actual	5	4	minecraft:stone	262
actual	6	1	minecraft:acacia_wood{axis=y}	2
actual	6	1	minecraft:andesite	1
actual	6	1	minecraft:cobblestone	88
actual	6	1	minecraft:cyan_terracotta	1
actual	6	1	minecraft:mud	1
actual	6	1	minecraft:pale_moss_block	1
actual	6	1	minecraft:snow[layers=1]	5
actual	6	1	minecraft:snow[layers=2]	3
actual	6	1	minecraft:snow[layers=3]	5
actual	6	1	minecraft:snow[layers=4]	2
actual	6	1	minecraft:snow[layers=5]	156
actual	6	1	minecraft:stone	6
actual	6	2	minecraft:acacia_wood{axis=y}	52
actual	6	2	minecraft:andesite	3
actual	6	2	minecraft:basalt{axis=y}	2
actual	6	2	minecraft:black_wool	1
actual	6	2	minecraft:blackstone	1
actual	6	2	minecraft:cobblestone	1083
actual	6	2	minecraft:cyan_terracotta	34
actual	6	2	minecraft:dripstone_block	2
actual	6	2	minecraft:light_gray_terracotta	3
actual	6	2	minecraft:mud	40
actual	6	2	minecraft:pale_moss_block	105
actual	6	2	minecraft:pale_oak_wood{axis=x}	2
actual	6	2	minecraft:pale_oak_wood{axis=y}	9
actual	6	2	minecraft:pale_oak_wood{axis=z}	2
actual	6	2	minecraft:smooth_basalt	4
actual	6	2	minecraft:snow[layers=1]	9
actual	6	2	minecraft:snow[layers=2]	53
actual	6	2	minecraft:snow[layers=3]	41
actual	6	2	minecraft:snow[layers=4]	20
actual	6	2	minecraft:snow[layers=5]	1053
actual	6	2	minecraft:stone	139
actual	6	2	minecraft:tuff	1
actual	6	3	minecraft:acacia_wood{axis=y}	340
actual	6	3	minecraft:andesite	14
actual	6	3	minecraft:basalt{axis=y}	23
actual	6	3	minecraft:blackstone	8
actual	6	3	minecraft:coal_ore	1
actual	6	3	minecraft:cobblestone	739
actual	6	3	minecraft:cyan_terracotta	231
actual	6	3	minecraft:dripstone_block	3
actual	6	3	minecraft:light_gray_terracotta	10
actual	6	3	minecraft:light_gray_wool	90
actual	6	3	minecraft:mud	88
actual	6	3	minecraft:pale_moss_block	461
actual	6	3	minecraft:pale_oak_wood{axis=x}	1
actual	6	3	minecraft:pale_oak_wood{axis=y}	94
actual	6	3	minecraft:pale_oak_wood{axis=z}	1
actual	6	3	minecraft:smooth_basalt	10
actual	6	3	minecraft:snow[layers=1]	6
actual	6	3	minecraft:snow[layers=2]	24
actual	6	3	minecraft:snow[layers=3]	26
actual	6	3	minecraft:snow[layers=4]	16
actual	6	3	minecraft:snow[layers=5]	199
actual	6	3	minecraft:stone	782
actual	6	3	minecraft:tuff	2
actual	6	4	minecraft:acacia_wood{axis=y}	84
actual	6	4	minecraft:andesite	2
actual	6	4	minecraft:basalt{axis=y}	19
actual	6	4	minecraft:blackstone	1
actual	6	4	minecraft:cobblestone	98
actual	6	4	minecraft:cyan_terracotta	35
actual	6	4	minecraft:light_gray_wool	30
actual	6	4	minecraft:mud	13
actual	6	4	minecraft:pale_moss_block	120
actual	6	4	minecraft:pale_oak_wood{axis=y}	20
actual	6	4	minecraft:snow[layers=3]	2
actual	6	4	minecraft:snow[layers=4]	2
actual	6	4	minecraft:snow[layers=5]	1
actual	6	4	minecraft:stone	148
actual	7	0	minecraft:acacia_wood{axis=y}	1
actual	7	0	minecraft:cobblestone	14
actual	7	0	minecraft:snow[layers=5]	174
actual	7	0	minecraft:stone	26
actual	7	1	minecraft:acacia_wood{axis=y}	3
actual	7	1	minecraft:coal_ore	2
actual	7	1	minecraft:cobblestone	76
actual	7	1	minecraft:cyan_terracotta	1
actual	7	1	minecraft:iron_ore	1
actual	7	1	minecraft:light_gray_wool	4
actual	7	1	minecraft:mud	1
actual	7	1	minecraft:pale_moss_block	19
actual	7	1	minecraft:pale_oak_wood{axis=y}	1
actual	7	1	minecraft:snow[layers=2]	13
actual	7	1	minecraft:snow[layers=3]	14
actual	7	1	minecraft:snow[layers=4]	1
actual	7	1	minecraft:snow[layers=5]	804
actual	7	1	minecraft:stone	77
actual	7	2	minecraft:acacia_wood{axis=y}	45
actual	7	2	minecraft:andesite	3
actual	7	2	minecraft:basalt{axis=y}	7
actual	7	2	minecraft:blackstone	2
actual	7	2	minecraft:cobblestone	355
actual	7	2	minecraft:cyan_terracotta	16
actual	7	2	minecraft:light_gray_wool	23
actual	7	2	minecraft:mud	19
actual	7	2	minecraft:pale_moss_block	90
actual	7	2	minecraft:pale_oak_wood{axis=y}	12
actual	7	2	minecraft:snow[layers=1]	1
actual	7	2	minecraft:snow[layers=2]	30
actual	7	2	minecraft:snow[layers=3]	58
actual	7	2	minecraft:snow[layers=4]	9
actual	7	2	minecraft:snow[layers=5]	513
actual	7	2	minecraft:stone	166
actual	7	3	minecraft:acacia_wood{axis=y}	179
actual	7	3	minecraft:andesite	39
actual	7	3	minecraft:basalt{axis=y}	13
actual	7	3	minecraft:blackstone	4
actual	7	3	minecraft:cobblestone	239
actual	7	3	minecraft:cyan_terracotta	57
actual	7	3	minecraft:light_gray_wool	239
actual	7	3	minecraft:mud	33
actual	7	3	minecraft:pale_moss_block	114
actual	7	3	minecraft:pale_oak_wood{axis=y}	39
actual	7	3	minecraft:smooth_basalt	5
actual	7	3	minecraft:snow[layers=1]	3
actual	7	3	minecraft:snow[layers=2]	23
actual	7	3	minecraft:snow[layers=3]	27
actual	7	3	minecraft:snow[layers=4]	13
actual	7	3	minecraft:snow[layers=5]	131
actual	7	3	minecraft:stone	286
actual	7	4	minecraft:acacia_wood{axis=y}	37
actual	7	4	minecraft:andesite	11
actual	7	4	minecraft:cobblestone	57
actual	7	4	minecraft:cyan_terracotta	19
actual	7	4	minecraft:light_gray_wool	35
actual	7	4	minecraft:mud	9
actual	7	4	minecraft:pale_moss_block	9
actual	7	4	minecraft:pale_oak_wood{axis=y}	8
actual	7	4	minecraft:stone	47
independent_random	0	0	minecraft:acacia_wood{axis=y}	449
independent_random	0	0	minecraft:andesite	39
independent_random	0	0	minecraft:basalt{axis=y}	71
independent_random	0	0	minecraft:black_wool	3
independent_random	0	0	minecraft:blackstone	23
independent_random	0	0	minecraft:coal_ore	2
independent_random	0	0	minecraft:coarse_dirt	1
independent_random	0	0	minecraft:cobblestone	578
independent_random	0	0	minecraft:cyan_terracotta	325
independent_random	0	0	minecraft:diamond_block	13
independent_random	0	0	minecraft:dirt	14
independent_random	0	0	minecraft:dripstone_block	1
independent_random	0	0	minecraft:granite	1
independent_random	0	0	minecraft:grass_block{snowy=false}	654
independent_random	0	0	minecraft:gray_wool	8
independent_random	0	0	minecraft:iron_ore	3
independent_random	0	0	minecraft:light_gray_terracotta	2
independent_random	0	0	minecraft:light_gray_wool	53
independent_random	0	0	minecraft:moss_block	389
independent_random	0	0	minecraft:mud	191
independent_random	0	0	minecraft:pale_moss_block	610
independent_random	0	0	minecraft:pale_oak_wood{axis=y}	112
independent_random	0	0	minecraft:pale_oak_wood{axis=z}	1
independent_random	0	0	minecraft:smooth_basalt	56
independent_random	0	0	minecraft:stone	1011
independent_random	0	0	minecraft:tuff	8
independent_random	0	1	minecraft:acacia_wood{axis=y}	1173
independent_random	0	1	minecraft:andesite	139
independent_random	0	1	minecraft:basalt{axis=y}	217
independent_random	0	1	minecraft:black_wool	6
independent_random	0	1	minecraft:blackstone	59
independent_random	0	1	minecraft:coal_ore	2
independent_random	0	1	minecraft:coarse_dirt	1
independent_random	0	1	minecraft:cobblestone	1629
independent_random	0	1	minecraft:cyan_terracotta	834
independent_random	0	1	minecraft:diamond_block	44
independent_random	0	1	minecraft:dirt	25
independent_random	0	1	minecraft:dripstone_block	10
independent_random	0	1	minecraft:granite	1
independent_random	0	1	minecraft:grass_block{snowy=false}	1678
independent_random	0	1	minecraft:grass_block{snowy=true}	1
independent_random	0	1	minecraft:gravel	4
independent_random	0	1	minecraft:gray_wool	33
independent_random	0	1	minecraft:iron_ore	3
independent_random	0	1	minecraft:light_gray_terracotta	4
independent_random	0	1	minecraft:light_gray_wool	129
independent_random	0	1	minecraft:moss_block	979
independent_random	0	1	minecraft:mud	537
independent_random	0	1	minecraft:pale_moss_block	1724
independent_random	0	1	minecraft:pale_oak_wood{axis=y}	249
independent_random	0	1	minecraft:pale_oak_wood{axis=z}	2
independent_random	0	1	minecraft:smooth_basalt	149
independent_random	0	1	minecraft:spruce_log{axis=y}	1
independent_random	0	1	minecraft:stone	2558
independent_random	0	1	minecraft:tuff	17
independent_random	0	2	minecraft:acacia_wood{axis=y}	1026
independent_random	0	2	minecraft:andesite	142
independent_random	0	2	minecraft:basalt{axis=y}	158
independent_random	0	2	minecraft:black_wool	10
independent_random	0	2	minecraft:blackstone	50
independent_random	0	2	minecraft:coal_ore	3
independent_random	0	2	minecraft:coarse_dirt	1
independent_random	0	2	minecraft:cobblestone	1416
independent_random	0	2	minecraft:cyan_terracotta	620
independent_random	0	2	minecraft:diamond_block	37
independent_random	0	2	minecraft:dirt	40
independent_random	0	2	minecraft:dripstone_block	5
independent_random	0	2	minecraft:granite	1
independent_random	0	2	minecraft:grass_block{snowy=false}	1459
independent_random	0	2	minecraft:gravel	2
independent_random	0	2	minecraft:gray_wool	28
independent_random	0	2	minecraft:iron_ore	4
independent_random	0	2	minecraft:light_gray_terracotta	2
independent_random	0	2	minecraft:light_gray_wool	110
independent_random	0	2	minecraft:moss_block	910
independent_random	0	2	minecraft:mud	452
independent_random	0	2	minecraft:pale_moss_block	1373
independent_random	0	2	minecraft:pale_oak_wood{axis=y}	205
independent_random	0	2	minecraft:pale_oak_wood{axis=z}	4
independent_random	0	2	minecraft:smooth_basalt	112
independent_random	0	2	minecraft:spruce_log{axis=y}	2
independent_random	0	2	minecraft:stone	2308
independent_random	0	2	minecraft:tuff	24
independent_random	0	3	minecraft:acacia_wood{axis=y}	465
independent_random	0	3	minecraft:andesite	43
independent_random	0	3	minecraft:basalt{axis=y}	75
independent_random	0	3	minecraft:black_wool	7
independent_random	0	3	minecraft:blackstone	13
independent_random	0	3	minecraft:coal_ore	1
independent_random	0	3	minecraft:cobblestone	621
independent_random	0	3	minecraft:cyan_terracotta	320
independent_random	0	3	minecraft:diamond_block	20
independent_random	0	3	minecraft:dirt	14
independent_random	0	3	minecraft:dripstone_block	4
independent_random	0	3	minecraft:grass_block{snowy=false}	686
independent_random	0	3	minecraft:gravel	2
independent_random	0	3	minecraft:gray_wool	8
independent_random	0	3	minecraft:iron_ore	1
independent_random	0	3	minecraft:light_gray_terracotta	2
independent_random	0	3	minecraft:light_gray_wool	42
independent_random	0	3	minecraft:moss_block	423
independent_random	0	3	minecraft:mud	227
independent_random	0	3	minecraft:packed_mud	3
independent_random	0	3	minecraft:pale_moss_block	678
independent_random	0	3	minecraft:pale_oak_wood{axis=y}	98
independent_random	0	3	minecraft:smooth_basalt	63
independent_random	0	3	minecraft:stone	1034
independent_random	0	3	minecraft:tuff	16
independent_random	0	4	minecraft:acacia_wood{axis=y}	111
independent_random	0	4	minecraft:andesite	12
independent_random	0	4	minecraft:basalt{axis=y}	18
independent_random	0	4	minecraft:blackstone	11
independent_random	0	4	minecraft:cobblestone	139
independent_random	0	4	minecraft:cyan_terracotta	77
independent_random	0	4	minecraft:diamond_block	3
independent_random	0	4	minecraft:dirt	3
independent_random	0	4	minecraft:dripstone_block	1
independent_random	0	4	minecraft:grass_block{snowy=false}	175
independent_random	0	4	minecraft:gray_wool	2
independent_random	0	4	minecraft:iron_ore	1
independent_random	0	4	minecraft:light_gray_wool	13
independent_random	0	4	minecraft:moss_block	106
independent_random	0	4	minecraft:mud	45
independent_random	0	4	minecraft:pale_moss_block	149
independent_random	0	4	minecraft:pale_oak_wood{axis=y}	35
independent_random	0	4	minecraft:smooth_basalt	13
independent_random	0	4	minecraft:stone	232
independent_random	0	4	minecraft:tuff	1
independent_random	1	0	minecraft:acacia_wood{axis=y}	100
independent_random	1	0	minecraft:andesite	14
independent_random	1	0	minecraft:basalt{axis=y}	15
independent_random	1	0	minecraft:blackstone	5
independent_random	1	0	minecraft:coal_ore	1
independent_random	1	0	minecraft:cobblestone	128
independent_random	1	0	minecraft:cyan_terracotta	57
independent_random	1	0	minecraft:diamond_block	2
independent_random	1	0	minecraft:dirt	1
independent_random	1	0	minecraft:dripstone_block	1
independent_random	1	0	minecraft:grass_block{snowy=false}	122
independent_random	1	0	minecraft:gravel	1
independent_random	1	0	minecraft:gray_wool	1
independent_random	1	0	minecraft:light_gray_wool	13
independent_random	1	0	minecraft:moss_block	77
